,Precio,Precio Inicial,Estrellas,Marca,Dimensiones,RAM,Memoria,Peso
724,263.59,"263,59",3.5,xiaomi,50 x 50 x 28,8.0,256.0,360.0
725,548.99,"548,99",4.1,motorola,"17,08 x 7,39 x 0,73",8.0,256.0,189.0
726,379.0,"379,00",3.6,apple,"14,6 x 7,1 x 0,7",8.0,128.0,500.0
727,304.68,"304,68",4.3,oneplus,"15,77 x 7,48 x 0,82",8.0,256.0,183.0
728,120.0,"120,00",4.1,apple,"6,71 x 0,71 x 13,82",64.0,64.0,145.0
729,84.99,"84,99",4.0,cubot,"16,5 x 7,5 x 0,9",8.0,128.0,460.0
731,1070.51,"1.070,51",3.9,huawei,"0,85 x 7,28 x 15,88",8.0,8.0,195.0
732,1099.9,"1.099,90",4.5,xiaomi,"7,15 x 0,8 x 15,28",12.0,256.0,189.0
733,246.15,"246,15",4.4,xiaomi,50 x 50 x 28,8.0,512.0,500.0
734,245.0,"329,00",4.3,samsung,8 x 17 x 3,4.0,128.0,197.0
735,226.49,"226,49",4.2,xiaomi,"18,9 x 9,1 x 6,1",8.0,256.0,480.0
736,552.32,"552,32",4.4,samsung,"15,96 x 7,48 x 0,81",6.0,256.0,189.0
737,399.0,"549,00",4.1,google,"15,2 x 7,27 x 0,89",8.0,128.0,187.0
738,69.0,"69,00",2.5,fine life pro,"17,27 x 8,13 x 2,29",2.0,16.0,454.0
739,244.99,"244,99",3.8,xiaomi,"16,37 x 7,64 x 0,78",8.0,8.0,196.0
740,164.99,"164,99",3.6,sony,"12,9 x 6,5 x 0,95",8.0,32.0,135.0
741,207.89,"218,98",4.3,motorola,"16,19 x 0,76 x 7,31",8.0,128.0,277.3
742,98.69,"98,69",4.6,xiaomi,"0,94 x 7,54 x 15,65",4.0,4.0,188.0
743,229.99,"229,99",4.0,cubot,"17,2 x 8,16 x 1,77",24.0,24.0,390.0
744,129.63,"129,63",4.5,samsung,17 x 3 x 8,64.0,64.0,195.0
745,169.9,"169,90",4.1,xiaomi,"18,4 x 9,2 x 3,7",8.0,256.0,370.0
746,299.0,"299,00",3.8,samsung,"18,4 x 9,4 x 6,8",12.0,12.0,220.0
747,449.98,"449,98",3.9,samsung,"7,71 x 0,79 x 16,23",8.0,12.0,196.0
748,115.85,"119,99",4.1,xiaomi,"2,79 x 24,64 x 16,51",4.0,4.0,500.0
749,369.99,"369,99",4.2,samsung,"16,19 x 7,37 x 0,78",8.0,128.0,186.0
750,285.89,"309,99",3.5,samsung,"11,42 x 12,68 x 12,52",8.0,128.0,340.0
751,99.99,"119,00",4.0,motorola,50 x 50 x 28,2.0,64.0,179.0
752,56.99,"56,99",3.5,wrtogo,"17 x 9,3 x 5,3",1.0,1.0,189.0
753,73.72,"73,72",4.1,bewinner,17 x 10 x 5,8.0,32.0,217.0
754,139.99,"153,99",4.7,xiaomi,18 x 9 x 6,6.0,6.0,500.0
755,121.0,"149,00",4.1,xiaomi,17 x 8 x 6,8.0,256.0,500.0
756,55.99,"55,99",3.0,msmga,"16,7 x 9,3 x 5,6",1.0,1.0,320.0
757,197.89,"197,89",4.3,xiaomi,"15,2 x 7 x 0,8",8.0,8.0,180.0
759,142.0,"142,00",4.4,xiaomi,50 x 50 x 28,8.0,6.0,460.0
760,149.99,"199,90",4.0,huawei,"147,2 x 72,9 x 7,6",3.0,3.0,147.0
761,321.96,"321,96",4.2,google,"16,3 x 7,66 x 0,87",12.0,128.0,211.0
762,258.0,"399,00",4.4,xiaomi,50 x 50 x 28,8.0,8.0,500.0
763,252.4,"252,40",4.4,apple,"7,3 x 67,3 x 138,4",64.0,64.0,260.0
764,636.43,"969,00",4.2,samsung,50 x 50 x 28,8.0,256.0,282.0
765,299.99,"299,99",3.9,samsung,10 x 6 x 5,6.0,6.0,350.0
767,120.99,"127,99",4.7,realme,"16,7 x 7,7 x 0,75",8.0,256.0,182.0
770,229.0,"229,00",4.2,vivo,"16,32 x 7,58 x 0,78",8.0,8.0,186.0
772,1149.0,"1.149,00",4.1,asus,"0,89 x 7,68 x 16,38",12.0,12.0,230.0
773,214.0,"349,00",3.6,xiaomi,50 x 50 x 28,8.0,256.0,340.0
774,247.0,"247,00",4.1,samsung,50 x 50 x 28,6.0,128.0,320.0
775,277.0,"277,00",4.2,samsung,"0,86 x 7,48 x 16,25",6.0,64.0,180.0
777,279.0,"279,00",4.0,samsung,"16,15 x 7,56 x 0,78",8.0,8.0,200.0
778,318.0,"346,57",4.4,xiaomi,50 x 50 x 28,12.0,12.0,500.0
779,109.99,"109,99",3.5,umidigi,"16,4 x 7,64 x 0,87",6.0,6.0,192.0
782,81.35,"81,35",3.4,tcl,"13,32 x 6,49 x 1,61",8.0,128.0,143.0
783,439.99,"439,99",4.1,blackview,"8,26 x 1,7 x 17,95",24.0,24.0,385.0
784,57.29,"57,29",2.8,mtgud,"17,5 x 9,8 x 5,6",8.0,16.0,160.0
785,167.0,"182,07",4.3,samsung,16 x 2 x 8,8.0,128.0,200.0
787,343.98,"369,00",4.4,xiaomi,50 x 50 x 28,8.0,256.0,277.3
788,249.99,"249,99",4.4,honor,"16,16 x 7,39 x 0,79",8.0,256.0,175.0
789,92.48,"92,48",4.1,bewinner,"11,1 x 9,4 x 3,4",1.0,1.0,141.0
790,184.0,"184,00",4.3,samsung,50 x 50 x 28,64.0,64.0,277.3
791,599.99,"619,99",4.1,apple,18 x 9 x 4,8.0,128.0,500.0
793,210.47,"210,47",3.5,apple,"11,5 x 5,9 x 0,9",8.0,8.0,140.0
794,89.99,"89,99",3.9,oscal,"16,47 x 7,65 x 0,93",4.0,32.0,193.0
795,347.0,"364,00",4.2,xiaomi,"16,14 x 7,42 x 0,89",12.0,512.0,205.0
797,167.69,"167,69",4.1,xiaomi,50 x 50 x 28,8.0,128.0,198.0
798,329.99,"499,99",4.8,doogee,"8,31 x 1,79 x 17,85",32.0,512.0,371.0
800,543.26,"543,26",3.7,apple,"0,78 x 7,15 x 14,67",8.0,128.0,500.0
801,884.99,"1.459,00",4.4,samsung,18 x 9 x 3,8.0,256.0,340.0
802,159.99,"159,99",5.0,blackview,"8,15 x 1,35 x 17,47",12.0,12.0,285.0
803,297.99,"379,99",4.3,realme,"13 x 7 x 0,8",8.0,128.0,200.0
804,279.99,"469,00",4.3,samsung,"15,85 x 7,36 x 0,79",6.0,6.0,179.0
805,698.04,"698,04",4.6,apple,50 x 50 x 28,8.0,256.0,277.3
806,849.0,"1.099,00",4.3,google,"15,28 x 7,2 x 0,86",8.0,128.0,190.0
807,169.0,"217,66",4.4,xiaomi,50 x 50 x 28,8.0,8.0,500.0
808,89.99,"89,99",3.3,ulefone,"7,53 x 0,89 x 15,72",3.0,3.0,179.0
809,1805.13,"1.805,13",3.9,apple,"0,82 x 7,76 x 16,3",8.0,512.0,400.0
812,118.69,"118,69",4.8,xiaomi,"20,1 x 9,3 x 5,7",8.0,256.0,470.0
813,149.99,"149,99",4.5,xiaomi,20 x 20 x 20,4.0,4.0,198.0
814,89.99,"89,99",2.8,doogee,"16,5 x 7,62 x 0,91",20.0,20.0,430.0
815,66.48,"104,49",2.5,ciciglow,"23,8 x 15,4 x 8,7",4.0,32.0,400.0
817,289.0,"379,00",4.1,samsung,"19,5 x 9,6 x 5,4",8.0,128.0,410.0
818,659.0,"659,00",3.8,apple,"7,85 x 7,15 x 14,75",8.0,256.0,206.0
819,289.99,"380,00",4.3,samsung,"24 x 69 x 2,5",4.0,128.0,197.0
820,1791.95,"1.791,95",4.6,apple,"0,78 x 7,76 x 16,07",8.0,128.0,240.0
821,109.99,"149,99",3.9,doogee,"19,3 x 10,5 x 6,1",8.0,8.0,193.0
822,109.99,"129,99",3.4,ulefone,"18,9 x 9,9 x 6,2",8.0,128.0,320.0
823,489.99,"489,99",3.7,cat,"15,85 x 7,67 x 1,19",6.0,6.0,500.0
824,120.1,"129,00",4.2,samsung,8 x 17 x 3,8.0,128.0,195.0
826,159.99,"159,99",4.2,oukitel,"17,42 x 8,23 x 1,74",16.0,16.0,660.0
827,106.0,"106,00",4.1,vivo,"18,3 x 9,4 x 5,3",4.0,128.0,460.0
829,182.0,"182,00",4.2,samsung,50 x 50 x 28,6.0,6.0,186.0
830,348.0,"348,00",3.7,apple,"7,14 x 0,74 x 14,68",8.0,128.0,189.0
831,516.79,"516,79",4.5,apple,50 x 50 x 28,8.0,128.0,277.3
832,103.98,"106,98",4.0,xiaomi,"18,6 x 9,2 x 5,6",4.0,4.0,500.0
833,378.83,"378,83",4.3,samsung,"0,82 x 7,74 x 16,11",8.0,256.0,210.0
834,249.0,"249,00",3.6,samsung,"0,79 x 7,12 x 15,17",8.0,8.0,171.0
835,410.0,"410,00",4.2,samsung,50 x 50 x 28,12.0,12.0,525.0
837,179.99,"189,99",4.3,doogee,"8,31 x 1,79 x 17,85",8.0,256.0,365.0
838,1233.01,"1.349,00",4.5,apple,50 x 50 x 28,8.0,256.0,277.3
839,909.0,"909,00",4.0,samsung,"19,3 x 12,1 x 6,6",8.0,128.0,340.0
840,179.99,"249,99",4.4,doogee,"8,31 x 1,79 x 17,85",20.0,256.0,630.0
842,134.99,"139,98",4.5,xiaomi,"18,5 x 9,2 x 3,7",4.0,4.0,170.0
843,130.53,"199,00",4.2,xiaomi,"0,89 x 7,72 x 1,62",3.0,3.0,199.0
844,92.06,"121,96",4.4,xiaomi,"17,19 x 7,78 x 0,82",4.0,4.0,204.0
845,82.0,"87,65",4.1,xiaomi,50 x 50 x 28,8.0,32.0,192.0
846,909.0,"909,00",4.0,samsung,"19,3 x 12,1 x 6,6",8.0,128.0,340.0
847,109.99,"109,99",3.9,fossibot,"36,29 x 25,4 x 5,7",64.0,64.0,277.3
848,179.0,"179,00",4.1,xiaomi,50 x 50 x 28,8.0,128.0,500.0
849,139.99,"169,99",3.8,oukitel,"25 x 23,5 x 4,9",16.0,16.0,710.0
850,129.99,"179,99",4.1,doogee,"19,4 x 10,3 x 6,1",16.0,256.0,490.0
851,270.0,"270,01",4.4,samsung,"16,36 x 7,6 x 0,77",6.0,128.0,179.0
852,135.0,"135,00",4.1,xiaomi,"18,4 x 9,2 x 5,7",8.0,256.0,460.0
853,236.88,"236,88",3.7,samsung,16 x 3 x 8,8.0,128.0,197.0
854,149.0,"149,00",4.1,motorola,"16,6 x 7,6 x 0,8",12.0,12.0,189.0
856,89.99,"129,99",3.8,doogee,"7,58 x 0,86 x 16,38",9.0,128.0,186.0
858,120.99,"120,99",3.5,cubot,"17,26 x 8,12 x 1,28",16.0,16.0,268.0
859,259.99,"259,99",4.1,ulefone,"17,38 x 8,2 x 1,37",16.0,16.0,350.0
860,550.0,"550,00",3.9,apple,18 x 10 x 3,8.0,128.0,500.0
862,55.99,"59,98",3.4,mcmgc,"16,6 x 9,4 x 5,4",1.0,16.0,320.0
865,396.51,"396,51",4.6,apple,50 x 50 x 28,8.0,128.0,277.3
866,57.29,"57,29",3.1,mtgud,"17,5 x 9,8 x 5,7",8.0,16.0,160.0
868,214.0,"214,00",4.3,honor,50 x 50 x 28,8.0,8.0,166.0
869,259.0,"399,00",4.2,"mcr infoelectronic,sl","16,56 x 7,61 x 0,82",8.0,8.0,192.0
870,298.49,"298,49",2.9,samsung,"0,8 x 7,7 x 16,4",8.0,8.0,180.0
871,89.99,"89,99",3.6,xiaomi,"16,5 x 7,7 x 0,9",1.0,1.0,170.0
872,182.89,"182,89",4.2,xiaomi,"18,2 x 9,3 x 6",8.0,128.0,500.0
873,587.9,"859,68",4.5,xiaomi,50 x 50 x 28,12.0,12.0,210.0
874,51.16,"51,16",3.7,nokia,"11,52 x 4,99 x 1,43",8.0,128.0,123.0
875,133.66,"133,66",4.7,xiaomi,"8,8 x 18 x 6",8.0,8.0,480.0
876,759.99,"1.199,00",3.9,motorola,"17,08 x 7,39 x 0,7",8.0,8.0,188.0
877,138.0,"199,00",4.3,xiaomi,50 x 50 x 28,8.0,8.0,380.0
878,609.99,"609,99",4.8,doogee,"8,31 x 2,63 x 17,85",36.0,512.0,536.0
881,849.0,"849,00",4.1,asus,"17,28 x 7,72 x 1,04",12.0,256.0,228.0
882,159.99,"159,99",4.9,oukitel,"23,3 x 17,4 x 6,2",24.0,24.0,199.0
883,89.99,"129,99",3.8,doogee,"7,58 x 0,86 x 16,38",9.0,128.0,186.0
884,125.0,"125,00",4.0,xiaomi,50 x 50 x 28,8.0,128.0,277.3
885,609.0,"609,00",4.1,apple,50 x 50 x 28,8.0,256.0,326.0
886,136.65,"136,65",3.3,google,"6,82 x 0,79 x 14,57",4.0,4.0,148.0
887,134.99,"149,99",4.0,umidigi,"16,7 x 7,7 x 0,79",6.0,128.0,390.0
888,745.0,"745,00",3.4,apple,"0,78 x 7,81 x 16,08",8.0,256.0,203.0
889,240.17,"329,00",4.4,xiaomi,"165,3 x 76,8 x 9",6.0,6.0,215.0
890,199.99,"199,99",3.3,samsung,"0,79 x 6,9 x 14,43",4.0,4.0,140.0
891,1609.59,"1.609,59",4.7,apple,"0,78 x 7,15 x 14,67",8.0,256.0,330.0
892,299.0,"599,00",4.4,huawei,"14,91 x 7,14 x 0,76",6.0,6.0,165.0
893,160.93,"160,93",4.4,motorola,"16,17 x 7,38 x 0,84",8.0,128.0,184.0
894,269.0,"269,00",4.1,samsung,"15,17 x 7,12 x 0,79",8.0,8.0,170.0
895,119.77,"144,99",4.2,xiaomi,"16,8 x 7,8 x 0,81",8.0,8.0,192.0
897,119.06,"119,06",4.4,huawei,"5,9 x 8,5 x 16,7",4.0,128.0,400.0
898,1359.44,"1.359,44",4.1,apple,"0,82 x 7,15 x 14,96",8.0,256.0,363.0
899,1609.59,"1.609,59",4.2,asus,"17,28 x 7,72 x 1,04",16.0,16.0,228.0
900,329.0,"355,00",4.3,xiaomi,"18,6 x 9,3 x 6,2",8.0,512.0,580.0
901,126.88,"140,01",4.4,xiaomi,"18,5 x 9,2 x 5,7",8.0,256.0,500.0
903,1715.63,"1.715,63",4.3,apple,"0,82 x 7,76 x 16,3",8.0,512.0,410.0
904,214.12,"214,12",4.3,xiaomi,50 x 50 x 28,8.0,256.0,277.3
905,469.0,"469,00",3.7,apple,50 x 50 x 28,6.0,6.0,200.0
907,159.99,"169,00",3.6,doogee,"8,2 x 1,55 x 17,2",15.0,15.0,320.0
908,669.59,"669,59",3.9,huawei,"0,85 x 7,28 x 15,88",8.0,8.0,525.0
909,115.89,"115,89",4.6,samsung,50 x 50 x 28,4.0,4.0,205.0
910,149.59,"149,59",4.2,xiaomi,"0,82 x 7,63 x 16,86",4.0,128.0,199.0
911,56.99,"56,99",3.2,mcmgc,"16,2 x 8,5 x 5,4",1.0,1.0,320.0
912,139.99,"139,99",4.5,oukitel,"16,6 x 7,7 x 0,87",24.0,256.0,440.0
913,396.51,"396,51",4.6,apple,50 x 50 x 28,8.0,128.0,277.3
914,269.0,"399,00",4.2,oppo,"16,56 x 7,61 x 0,82",8.0,8.0,192.0
915,65.99,"65,99",3.5,mptech,50 x 50 x 28,8.0,128.0,230.0
916,119.0,"132,95",3.9,xiaomi,50 x 50 x 28,4.0,128.0,200.0
917,125.0,"125,00",4.3,xiaomi,"18,4 x 9,1 x 5,7",8.0,256.0,460.0
919,129.1,"129,10",4.2,xiaomi,50 x 50 x 28,4.0,64.0,300.0
920,179.99,"179,99",4.3,fossibot,"7,62 x 2,03 x 15,57",15.0,15.0,340.0
921,189.99,"189,99",4.0,doogee,"1,79 x 8,31 x 17,88",16.0,16.0,420.0
922,298.36,"298,36",3.9,xiaomi,"18,4 x 9,1 x 6",6.0,128.0,193.0
923,487.62,"487,62",4.3,xiaomi,50 x 50 x 28,12.0,12.0,500.0
924,199.9,"199,90",4.2,xiaomi,"18,5 x 9,1 x 4",8.0,256.0,390.0
925,104.49,"129,99",3.8,oukitel,"16,6 x 8,11 x 1,5",16.0,64.0,290.0
926,199.99,"279,99",4.2,doogee,"8,12 x 1,58 x 17,4",20.0,256.0,326.0
927,1474.74,"1.474,74",4.1,xiaomi,"19,2 x 9,9 x 7,8",16.0,512.0,220.0
928,106.52,"106,52",4.2,realme,50 x 50 x 28,4.0,128.0,190.0
929,319.99,"319,99",4.4,samsung,17 x 3 x 9,8.0,128.0,310.0
930,139.99,"139,99",3.0,oukitel,"24,8 x 18,5 x 6,7",16.0,64.0,670.0
931,939.42,"939,42",4.1,apple,"2,7 x 8,5 x 15,6",8.0,128.0,280.0
932,403.18,"403,18",4.3,sony,"15,5 x 6,8 x 0,83",8.0,128.0,290.0
933,139.99,"139,99",4.2,fossibot,"21 x 18 x 5,7",12.0,64.0,360.0
934,239.0,"239,00",3.7,apple,50 x 50 x 28,64.0,64.0,420.0
935,228.0,"245,00",4.0,oppo,"16,3 x 7,57 x 0,77",16.0,16.0,200.0
936,504.9,"504,90",3.9,samsung,"16,4 x 8,8 x 3,4",8.0,8.0,290.0
937,78.0,"78,00",4.1,fine life pro,"17,27 x 8,13 x 2,29",2.0,16.0,454.0
938,408.31,"408,31",4.3,samsung,50 x 50 x 28,8.0,128.0,320.0
940,316.26,"316,26",4.3,samsung,"19,6 x 9,6 x 5,4",8.0,256.0,400.0
941,99.99,"99,99",3.8,ulefone,"9,11 x 5,5 x 18,05",3.0,3.0,189.0
942,469.0,"469,00",4.4,apple,20 x 15 x 5,8.0,128.0,250.0
943,89.99,"129,99",3.8,doogee,"7,58 x 0,86 x 16,38",9.0,256.0,186.0
944,339.0,"339,00",4.6,samsung,"16,77 x 7,8 x 0,82",8.0,8.0,209.0
945,208.99,"245,00",4.3,xiaomi,50 x 50 x 28,8.0,8.0,530.0
946,209.0,"209,00",4.5,xiaomi,50 x 50 x 28,8.0,8.0,370.0
947,1092.14,"1.092,14",4.6,apple,50 x 50 x 28,8.0,512.0,277.3
948,79.0,"94,00",3.9,xiaomi,"17,9 x 8,3 x 5,4",4.0,4.0,200.0
949,259.99,"259,99",4.2,samsung,16 x 3 x 8,4.0,4.0,100.0
950,101.99,"119,99",4.4,blackview,"7,52 x 0,87 x 16,32",12.0,12.0,193.0
951,99.99,"119,99",4.1,oukitel,"16,8 x 7,8 x 1",15.0,15.0,210.0
952,127.59,"127,59",4.2,xiaomi,"16,8 x 7,8 x 0,8",4.0,4.0,192.0
953,353.25,"353,25",4.8,xiaomi,"18,5 x 9,3 x 6,2",12.0,512.0,560.0
954,179.99,"179,99",4.1,ulefone,"7,64 x 0,87 x 16,5",8.0,8.0,184.0
955,660.48,"660,48",4.6,apple,50 x 50 x 28,8.0,128.0,277.3
956,324.24,"479,00",3.8,xiaomi,50 x 50 x 28,8.0,8.0,210.0
957,130.0,"130,00",3.9,samsung,"0,03 x 0,27 x 0,56",8.0,32.0,380.0
958,89.0,"89,00",4.1,motorola,"17,4 x 9 x 5,2",8.0,8.0,350.0
959,134.49,"134,49",4.4,realme,"16,46 x 7,54 x 0,76",6.0,128.0,500.0
960,249.0,"249,00",3.9,samsung,"17,5 x 9,3 x 3,3",6.0,128.0,177.0
961,1427.59,"1.427,59",4.7,apple,"0,78 x 7,15 x 14,67",8.0,128.0,172.0
962,1159.0,"1.279,00",5.0,samsung,"19,2 x 12,1 x 6,6",8.0,512.0,370.0
965,239.99,"239,99",3.8,oukitel,"24,3 x 18,5 x 6,4",16.0,256.0,580.0
966,304.26,"304,26",3.8,apple computer,"16,1 x 8,99 x 5,21",64.0,64.0,150.0
967,399.98,"399,98",4.1,samsung,"0,78 x 7,41 x 15,76",8.0,8.0,198.0
968,149.99,"149,99",4.4,doogee,"8 x 1,07 x 17,27",16.0,256.0,240.0
969,199.99,"199,99",4.3,samsung,"148,9 x 68,1 x 8",4.0,4.0,155.0
971,173.0,"173,00",4.3,samsung,50 x 50 x 28,4.0,128.0,290.0
972,194.99,"194,99",4.0,samsung,"7,34 x 0,81 x 15,95",64.0,64.0,500.0
973,249.0,"249,00",4.3,samsung,"0,84 x 7,36 x 15,89",4.0,128.0,184.0
974,99.9,"99,90",4.7,honor,"23,6 x 14,8 x 4,3",4.0,128.0,130.0
975,85.0,"85,00",3.2,adoc,"12,8 x 10 x 6,8",1.0,8.0,300.0
977,58.2,"58,20",4.1,maxcom,"1,4 x 6,4 x 13,9",8.0,128.0,292.0
978,233.13,"233,13",4.7,apple,"16,8 x 9,3 x 5,2",64.0,64.0,470.0
979,121.0,"125,78",4.2,xiaomi,"9 x 18,2 x 3,7",6.0,6.0,370.0
980,159.99,"159,99",3.9,fossibot,"75,57 x 7,62 x 2,03",8.0,128.0,610.0
981,115.0,"115,00",4.1,xiaomi,50 x 50 x 28,6.0,6.0,170.0
983,898.1,"898,10",4.4,xiaomi,50 x 50 x 28,8.0,512.0,500.0
984,355.99,"355,99",4.1,oppo,"16,12 x 7,42 x 0,73",8.0,8.0,183.0
985,119.99,"119,99",4.2,doogee,"7,58 x 0,86 x 16,38",16.0,256.0,186.0
986,166.9,"166,90",4.4,apple,"16,2 x 8,9 x 4,9",8.0,64.0,172.0
987,419.99,"419,99",4.4,doogee,"17,85 x 8,35 x 1,05",32.0,256.0,242.0
988,1092.55,"1.092,55",4.1,apple,"9 x 16,5 x 2,8",8.0,128.0,320.0
989,469.99,"469,99",3.9,apple,"0,77 x 7,15 x 14,67",8.0,128.0,340.0
990,231.44,"231,44",3.5,apple computer,50 x 50 x 28,2.0,256.0,320.0
991,94.99,"94,99",3.9,xiaomi,50 x 50 x 28,2.0,32.0,420.0
992,149.99,"149,99",3.7,fossibot,"23,2 x 21,7 x 6,2",24.0,128.0,520.0
993,138.25,"138,25",4.3,samsung,"36,5 x 24,7 x 6,4",3.0,32.0,155.0
994,189.89,"189,89",4.0,samsung,"7,47 x 0,76 x 15,85",4.0,4.0,166.0
996,199.9,"211,27",4.3,samsung,"6,81 x 0,8 x 14,89",4.0,64.0,155.0
997,157.51,"157,51",4.4,samsung,"0,97 x 16,4 x 7,59",8.0,64.0,214.0
999,302.69,"302,69",4.5,xiaomi,"16,04 x 7,43 x 0,82",12.0,12.0,190.0
1000,304.46,"304,46",4.5,samsung,"3 x 18 x 9,5",8.0,8.0,277.3
1001,260.0,"260,00",4.6,oukitel,"16,24 x 0,82 x 7,62",24.0,256.0,490.0
1002,279.99,"299,90",4.3,xiaomi,"17,5 x 8,9 x 3,9",8.0,256.0,380.0
1003,154.24,"154,24",4.1,xiaomi,50 x 50 x 28,6.0,6.0,200.0
1004,115.0,"115,00",4.4,oppo,50 x 50 x 28,8.0,128.0,190.0
1005,165.91,"165,91",3.6,nokia,"14,62 x 7,6 x 0,85",4.0,4.0,196.0
1006,201.24,"201,24",4.1,xiaomi,"7,48 x 0,89 x 16,25",8.0,256.0,200.0
1007,109.99,"109,99",4.8,cubot,"22,4 x 17 x 6,2",4.0,128.0,509.0
1008,118.99,"118,99",4.1,xiaomi,50 x 50 x 28,8.0,128.0,277.3
1009,89.99,"89,99",5.0,ulefone,"16,32 x 7,52 x 0,87",6.0,64.0,490.0
1010,199.9,"199,90",4.2,xiaomi,"18,2 x 9,3 x 6,2",8.0,256.0,390.0
1011,56.99,"59,99",3.3,msmga,"16,8 x 9 x 5,2",1.0,16.0,335.0
1012,139.0,"147,00",4.1,xiaomi,"17,18 x 7,78 x 0,82",8.0,256.0,211.0
1013,99.0,"99,00",4.2,xiaomi,50 x 50 x 28,3.0,64.0,192.0
1016,299.99,"299,99",4.4,xiaomi,"7,48 x 0,89 x 16,25",8.0,8.0,200.0
1018,273.24,"273,24",4.2,apple,"6,71 x 0,71 x 13,83",1.0,128.0,143.0
1019,200.0,"209,99",4.7,xiaomi,17 x 9 x 6,8.0,512.0,500.0
1020,199.0,"199,00",3.9,samsung,"6,9 x 0,8 x 14,2",6.0,128.0,150.0
1021,255.44,"255,44",4.2,samsung,"19,4 x 9,5 x 5,4",8.0,256.0,370.0
1022,260.0,"268,00",4.0,samsung,"14,2 x 7,04 x 0,78",8.0,128.0,157.0
1023,294.0,"294,00",3.9,samsung,"0,78 x 7,56 x 16,15",8.0,8.0,202.0
1025,259.99,"259,99",4.1,doogee,18 x 12 x 6,16.0,256.0,500.0
1026,123.8,"147,00",4.1,xiaomi,"18,4 x 9,1 x 3,7",8.0,256.0,360.0
1027,58.33,"58,33",3.3,maxcom,60 x 60 x 85,2.0,128.0,190.0
1028,131.99,"131,99",4.2,xiaomi,"36,58 x 12,7 x 27,94",4.0,128.0,400.0
1030,219.0,"219,00",4.4,xiaomi,50 x 50 x 28,12.0,12.0,500.0
1032,79.99,"79,99",4.1,qimhai,"17,7 x 9,7 x 6",4.0,64.0,400.0
1033,120.0,"120,00",3.1,hipipooo,"11,6 x 7,1 x 6,1",8.0,32.0,200.0
1034,169.0,"203,28",4.6,xiaomi,"16,3 x 7,5 x 0,8",6.0,128.0,195.0
1035,189.99,"189,99",4.5,oukitel,"7,7 x 16 x 0,9",24.0,128.0,208.0
1036,99.99,"99,99",4.1,ulefone,"16,32 x 7,52 x 0,92",8.0,128.0,196.0
1038,119.0,"119,00",4.2,vivo,"16,36 x 7,56 x 0,84",4.0,128.0,185.0
1039,120.0,"120,00",3.6,apple,"6,71 x 0,71 x 13,82",16.0,16.0,143.0
1040,259.0,"259,00",4.2,realme,19 x 9 x 6,8.0,512.0,410.0
1041,77.69,"77,69",3.6,doogee,"16,7 x 7,74 x 0,89",2.0,2.0,180.0
1042,199.99,"199,99",4.2,motorola,"7,34 x 0,8 x 15",3.0,3.0,160.0
1043,1452.92,"1.452,92",4.1,xiaomi,"19,2 x 10 x 7,8",16.0,512.0,220.0
1044,1579.0,"1.579,00",4.8,samsung,"18,8 x 11,3 x 6,7",8.0,12.0,590.0
1045,99.99,"99,99",4.5,oukitel,"16 x 7 x 0,9",64.0,64.0,460.0
1046,749.99,"749,99",4.4,oneplus,"7,39 x 0,85 x 16,3",8.0,12.0,500.0
1047,444.99,"444,99",4.1,xiaomi,"15,2 x 7 x 0,8",8.0,8.0,170.0
1048,199.99,"219,98",4.2,samsung,18 x 10 x 5,4.0,4.0,140.0
1050,56.99,"56,99",3.4,jtqtj,"17 x 9 x 5,5",1.0,16.0,350.0
1051,1299.0,"1.299,00",4.8,vivo,19 x 11 x 7,16.0,512.0,500.0
1052,149.52,"149,52",4.2,huawei,"7,2 x 0,74 x 15,01",3.0,3.0,143.0
1054,123.99,"123,99",3.8,ulefone,"16,6 x 7,67 x 0,92",4.0,4.0,188.0
1055,599.0,"599,00",4.2,xiaomi,"0,93 x 7,64 x 16,51",8.0,128.0,218.0
1056,130.0,"130,00",3.9,apple,"13,83 x 6,71 x 13,83",2.0,64.0,143.0
1057,179.99,"179,99",4.5,samsung,16 x 3 x 8,8.0,4.0,200.0
1058,214.9,"214,90",4.3,honor,"22,1 x 14,4 x 4,6",8.0,256.0,166.0
1059,679.0,"679,00",4.0,apple,"0,78 x 7,16 x 14,76",8.0,128.0,260.0
1061,379.99,"379,99",4.6,samsung,50 x 50 x 28,8.0,128.0,213.0
1063,179.99,"199,99",4.3,blackview,15 x 8 x 15,24.0,256.0,438.0
1064,349.99,"369,90",4.3,xiaomi,"17,8 x 9,2 x 5,2",8.0,256.0,440.0
1065,243.0,"243,00",4.5,oppo,50 x 50 x 28,8.0,256.0,500.0
1066,215.0,"215,00",4.4,samsung,"0,84 x 7,51 x 15,99",6.0,6.0,189.0
1067,299.0,"299,00",4.2,samsung,50 x 50 x 28,8.0,256.0,300.0
1068,474.46,"474,46",4.0,google,"0,89 x 7,08 x 15,05",8.0,128.0,187.0
1069,399.0,"399,00",2.7,hammer h,16 x 7 x 3,8.0,128.0,410.0
1070,266.89,"349,99",4.4,xiaomi,"0,78 x 7,64 x 16,37",8.0,128.0,196.0
1071,1259.0,"1.349,00",4.4,apple,50 x 50 x 28,8.0,256.0,277.3
1072,195.07,"195,07",4.1,oppo,50 x 50 x 28,16.0,16.0,500.0
